formatted_address,geometry.location.lat,geometry.location.lng,geometry.viewport.northeast.lat,geometry.viewport.northeast.lng,geometry.viewport.southwest.lat,geometry.viewport.southwest.lng,icon,id,name,opening_hours.open_now,photos,place_id,plus_code.compound_code,plus_code.global_code,price_level,rating,reference,types,user_ratings_total,state,zipcode,borough
"Plaza Street West, Brooklyn, NY 11210, United States",40.6324054,-73.9390202,40.63375702989271,-73.93764052010728,40.63105737010727,-73.9403401798927,https://maps.gstatic.com/mapfiles/place_api/icons/school-71.png,ebd13655a6b7c422199755d73625364087abca71,Bootcamp Pilates,True,,ChIJTYk3_AdbwokRGZ1bkPDNPos,J3J6+X9 New York,87G8J3J6+X9,,0.0,ChIJTYk3_AdbwokRGZ1bkPDNPos,"['gym', 'health', 'point_of_interest', 'establishment']",0.0,NY,11210,Brooklyn
"208 Midwood St, Brooklyn, NY 11225, United States",40.659737,-73.953886,40.661176979892716,-73.95254597010728,40.65847732010728,-73.95524562989273,https://maps.gstatic.com/mapfiles/place_api/icons/school-71.png,b3cc9d57323dc850c09a8f90621b007966dae91e,Veroyoganyc,False,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107109095792440373922/photos"">veroyoganyc</a>'], 'photo_reference': 'CmRaAAAAUE_tNlIlhQjCH3YWimRHRwsOgMjgbbj6SjOY77iKnBaxXkno5PhIWsQhi1wqKpt-V0a2uedzmXQx4fkVFGLM7ZfSZe-aPGDQ77-QGBM6rsUgpKJkVXzxmg9wxwlF9FvzEhBDns52utniDz16hsRy4d9cGhQ1VbtysNAPLENphHSkEMcGsJh0qQ', 'width': 4032}]",ChIJYRho1G1bwokRgt7EzAssrHY,"M25W+VC Brooklyn, New York",87G8M25W+VC,,4.3,ChIJYRho1G1bwokRgt7EzAssrHY,"['gym', 'health', 'point_of_interest', 'establishment']",15.0,NY,11225,Brooklyn
"911 Flatbush Ave, Brooklyn, NY 11226, United States",40.64930349999999,-73.95774899999998,40.650611279892715,-73.95670527010728,40.64791162010727,-73.9594049298927,https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,7439037b61f7216cd0f1d0d2706b799f090a3f64,Brooklyn Swim Center,True,"[{'height': 375, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107886409257009386603/photos"">A Google User</a>'], 'photo_reference': 'CmRaAAAAI5CceN2iKSenhbOefxiq1MyJk2EPch9TCv75ZXllBfQ0afnhZlyHRAufyPwlweG_NHLyEf8ThOqXNmS6oAw0ZXWE1Ia2OS468yWNj9gNVMeAK6GKe0K3aMEOm72jLg6kEhDagqTzqY6V2X0ym-xDAim3GhQiEMOtp1326wq_QXI588MgwpMYuw', 'width': 500}]",ChIJmd3B3rlEwokRRstk6o9zBAY,"J2XR+PW Brooklyn, New York",87G8J2XR+PW,,4.7,ChIJmd3B3rlEwokRRstk6o9zBAY,"['gym', 'school', 'health', 'point_of_interest', 'establishment']",31.0,NY,11226,Brooklyn
"2452 Bedford Ave, Brooklyn, NY 11226, United States",40.643787,-73.9549193,40.645145529892716,-73.95342217010727,40.64244587010728,-73.95612182989272,https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,3bde353144a4ad040e0f2123bf24b3ca5fcaedcf,Konvalia,,,ChIJ_8lLakZbwokRFeQrbz7M4aE,J2VW+G2 New York,87G8J2VW+G2,,3.0,ChIJ_8lLakZbwokRFeQrbz7M4aE,"['gym', 'health', 'point_of_interest', 'establishment']",1.0,NY,11226,Brooklyn
"1601 Avenue S, Brooklyn, NY 11229, United States",40.6038696,-73.9559116,40.605099229892716,-73.95453837010727,40.60239957010729,-73.95723802989272,https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,380565839632520cf455cca55005a7e08a8c5c8a,Homecrest Health Center,,,ChIJrzM-ZpJEwokRqTAU7YC2e0g,J23V+GJ New York,87G8J23V+GJ,,0.0,ChIJrzM-ZpJEwokRqTAU7YC2e0g,"['local_government_office', 'gym', 'health', 'point_of_interest', 'establishment']",0.0,NY,11229,Brooklyn
"3779 Nostrand Ave, Brooklyn, NY 11235, United States",40.591452200000006,-73.9398333,40.59280177989272,-73.93848597010728,40.59010212010728,-73.9411856298927,https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,dde93ec7c6a0bb3fa256e10419280de1a0e6cbf1,Blink Fitness,True,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101350163341230126726/photos"">Blink Fitness Sheepshead Bay</a>'], 'photo_reference': 'CmRaAAAAu6pwwDnjjYNqGwAThROkoB2jdPzerqzl2ViIAoihi4gcEcZeE__gmabXydTlHKvVpdAw-g6oUCvImDyus-hHqM6hPbOn9DNkImuRCtarY6-07Aa7QeYpxwYUKYiL-rjEEhC0V0SmT7iqKF25QVhYhiiYGhT9BsIt2Bk1bkZIxlW2HoneIhMzPw', 'width': 5184}]",ChIJea0ZlIBEwokRPdIrQRSDeYY,"H3R6+H3 Brooklyn, New York",87G8H3R6+H3,,4.0,ChIJea0ZlIBEwokRPdIrQRSDeYY,"['gym', 'health', 'point_of_interest', 'establishment']",243.0,NY,11235,Brooklyn
"E 19th St & Cortelyou Rd, Brooklyn, NY 11226, United States",40.642975,-73.960837,40.64432417989271,-73.95949282010727,40.64162452010727,-73.96219247989272,https://maps.gstatic.com/mapfiles/place_api/icons/school-71.png,c48565c0a70878b8e65b4bef17fa1124af2ad4e5,Ditmas Park Yoga Society,False,"[{'height': 1064, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101358582948686926173/photos"">Church Ave Yoga and Bodywork Center</a>'], 'photo_reference': 'CmRaAAAA-4xe7QJBT74H4djzvMfjXacSyAVDkKtuDmIryXOqzW40uVRjryeq9hvlFl0RV09oMmnvFhKUzdybYkyTq1_VyXiHu-hR95Pb5tqoJItTgTzX1UB_k-oHGjGexr2YM7uREhBAkA1m3n2M6v0tzze-dRpPGhRosPo25hCiM1Sjc6IFxEV4JwrdIA', 'width': 1415}]",ChIJlfIdQC9bwokRxwfaNL3nkl8,"J2VQ+5M Brooklyn, New York",87G8J2VQ+5M,,5.0,ChIJlfIdQC9bwokRxwfaNL3nkl8,"['gym', 'health', 'point_of_interest', 'establishment']",2.0,NY,11226,Brooklyn
"3032 Nostrand Ave, Brooklyn, NY 11229, United States",40.61035510000001,-73.9439998,40.611762579892726,-73.9426596701073,40.609062920107284,-73.94535932989272,https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,5d2ac4ae4a79978d548d0dfcb9525e0105b2ce98,BK Pilates,,"[{'height': 3840, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113291623428821589297/photos"">BK Pilates</a>'], 'photo_reference': 'CmRaAAAA1Jo-tXURBZtTmDTG1h8n3qCtpyxnk3JwjAU1JGtm_49gzEJVNUem-aMmnVs4n8ch8ka4nAW2hk8pMx8aJrE6krP_9gw4oZp93mT8EMd79ccuc4DJRS5zy5HUYwf9T9DJEhAIlAb3pGruzaFqdGWXbVdLGhTZoqVSyEpmEag1HKq5lQvTXmawvA', 'width': 5760}]",ChIJxZE4kJhEwokR9ky_39eLt4w,J364+4C New York,87G8J364+4C,,4.8,ChIJxZE4kJhEwokR9ky_39eLt4w,"['gym', 'health', 'point_of_interest', 'establishment']",8.0,NY,11229,Brooklyn
"423 Ocean Pkwy, Brooklyn, NY 11218, United States",40.63829000000001,-73.97255,40.639623929892714,-73.97134782010728,40.63692427010727,-73.97404747989273,https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,f2a3ab49ee70ee2a78f87e543a8492f9f97c5c0c,Winners Club Self Defense Gym bk,True,"[{'height': 859, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113654069027260206491/photos"">Winners Club MMA</a>'], 'photo_reference': 'CmRaAAAAcI6ZMvLuEb3_YYe8ntJQwMzUBhdIBI8pgo0VMHahH4UTx4-4W_zl06TZle0CkT7JpX6expTpmIcUe6bgv4uu1oeQOykqOEF14YMzn9Kep36w0yIIkx_o9UWs2NzWiO4DEhAaFHN9WlPE_wW4BvI1y84uGhSPw-creWKfwy5efMFo3ft9r-D7FA', 'width': 2048}]",ChIJsw5jli1bwokRVfXH5v3EvCc,"J2QG+8X Brooklyn, New York",87G8J2QG+8X,,4.8,ChIJsw5jli1bwokRVfXH5v3EvCc,"['gym', 'health', 'point_of_interest', 'establishment']",17.0,NY,11218,Brooklyn
"1623 Kings Hwy, Brooklyn, NY 11229, United States",40.6097268,-73.95679109999998,40.61095852989271,-73.95534662010728,40.608258870107285,-73.9580462798927,https://maps.gstatic.com/mapfiles/place_api/icons/school-71.png,190b630af337e61632be2c16769da66cd06b83ea,Tiger Schulmann's Martial Arts,True,"[{'height': 1960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108883143245255004330/photos"">I G</a>'], 'photo_reference': 'CmRaAAAAlupKfgg3DleDBU7wGI9jGrc2f9uMvCsqERPEPtMPtbutHgNXue1_k0_T9RipHNjihz8iE8Sx8qnaleQhwOKtsMMiSyH8YZB3q4NkhvZEeYYNWrKmAGYPOYOUnSu7cd8YEhB069-aclOK83-6NZJhrIU4GhT5UgPJ149RcKn5lnPq3ovkBYhLUA', 'width': 4032}]",ChIJ34AK95REwokRUOvYvqYaDWE,"J25V+V7 Brooklyn, New York",87G8J25V+V7,,4.6,ChIJ34AK95REwokRUOvYvqYaDWE,"['gym', 'health', 'point_of_interest', 'establishment']",50.0,NY,11229,Brooklyn
"1960 Coney Island Ave, Brooklyn, NY 11223, United States",40.6093856,-73.9625361,40.61074727989273,-73.96108532010727,40.608047620107286,-73.96378497989272,https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,ca7c8f68a57bde02b552966e5e6e497f3424c4fb,HiitSpace,True,"[{'height': 1202, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106217627241916064305/photos"">A Google User</a>'], 'photo_reference': 'CmRaAAAAYh9UunYKCwT4aKyjQ9QIyLTldtmu6b1ONLfkcsvnEB5UGKxvxZt7xDIXdp-yXVfJqRkTvTxnCuyMdEywQY83SwwL1l5aICMWYs-TOO00DfMCppb4noM7FSARCvksKQWsEhBktMYCusZ2fc18dxGIJGfFGhRbaqHbP6FrrP5vFjcj5SmMJ_dVzQ', 'width': 1202}]",ChIJv_7-ppREwokRjY_8HA92yhs,"J25P+QX Brooklyn, New York",87G8J25P+QX,,5.0,ChIJv_7-ppREwokRjY_8HA92yhs,"['gym', 'health', 'point_of_interest', 'establishment']",16.0,NY,11223,Brooklyn
"771 Coney Island Ave, 2nd floor, Brooklyn, NY 11218, United States",40.6387475,-73.96835229999998,40.64007957989271,-73.96711522010727,40.637379920107286,-73.96981487989272,https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,b69806c084a666a5bee5350380499d74a6b8c66f,Park Fitness BK,True,"[{'height': 3661, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117341451342874434083/photos"">Park Fitness BK</a>'], 'photo_reference': 'CmRaAAAAcDgHWGonTGGBdUBQtTA-EQ9MogfChGLS8vN34Iyp_iv3M7H-Vy0XEFABxaCoVlgAkIvtKRPtzJoK36QNCQ9OFcbjcpQJix_qHOSQw3Ed5JSCRCMxbXHDldV6kd__w4ULEhDrDWQ6P-3eec_pC9gQenBHGhSmID2IpHSdKzsb5uZo49NXgNRpjQ', 'width': 3661}]",ChIJkeM3LTJbwokRzt_B3CWkp2w,"J2QJ+FM Brooklyn, New York",87G8J2QJ+FM,,5.0,ChIJkeM3LTJbwokRzt_B3CWkp2w,"['gym', 'health', 'point_of_interest', 'establishment']",32.0,NY,11218,Brooklyn
"1012 Avenue I, Brooklyn, NY 11230, United States",40.6268725,-73.9659982,40.62833952989273,-73.96466877010728,40.625639870107285,-73.96736842989272,https://maps.gstatic.com/mapfiles/place_api/icons/school-71.png,92fcc72fe160a8c46dc94fae913e92c7c0cc243e,Funtastic!,False,,ChIJNRKKni1FwokRallfu-SD6co,"J2GM+PJ Brooklyn, New York",87G8J2GM+PJ,,5.0,ChIJNRKKni1FwokRallfu-SD6co,"['gym', 'health', 'point_of_interest', 'establishment']",1.0,NY,11230,Brooklyn
"1957 Coney Island Ave, Brooklyn, NY 11223, United States",40.6094277,-73.96209259999998,40.61077157989271,-73.96079937010727,40.608071920107285,-73.9634990298927,https://maps.gstatic.com/mapfiles/place_api/icons/school-71.png,dc9763c03e6b8cefd64fe353c39d5353d4a3b879,Yoga Spot Inc,,"[{'height': 2048, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114842409015338602106/photos"">Galina Pan</a>'], 'photo_reference': 'CmRaAAAAe1wjCNlpjuLTRj_sQfqrglAKO70tx6nKEO-RKeSTOuH4YCHO4u-0uMnOjsmg2cFvAO583e0WWzU3oDKt5gdd1Pb0k6qIzPcB9SIhRTGHAUHBzaU_Ex8oNMQrJ61mRf9yEhDhAz1z5mlpnivOc7n3Xt_yGhSFqbFg8ak87Uj60MLxFuSXvmgkpw', 'width': 1536}]",ChIJ5RpgpuxEwokR-WN_MSmUQeg,J25Q+Q5 New York,87G8J25Q+Q5,,4.4,ChIJ5RpgpuxEwokR-WN_MSmUQeg,"['gym', 'health', 'point_of_interest', 'establishment']",10.0,NY,11223,Brooklyn
"1019A Cortelyou Rd, Brooklyn, NY 11218, United States",40.6395448,-73.9686717,40.640804129892715,-73.96724557010728,40.63810447010727,-73.96994522989272,https://maps.gstatic.com/mapfiles/place_api/icons/school-71.png,817a9aed45ac37f6733809a8d2d1fc5e4c200bc7,Pilates on Cortelyou,,"[{'height': 2200, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101117445680424641648/photos"">A Google User</a>'], 'photo_reference': 'CmRaAAAAnNAUaDNLUccReCQOt7zFovNJaI49yXtfrXTproVSYpFTO_91yVzv3yGbUnFafVaIKGmiLuF2Bwn_fiYojhvvRCg81RXzTkKroW48cLEpQhI2N8wpn9sU9IB9TvuJyT2oEhD2lIQHb--xaDW106tRVcm8GhSGA4Ha6uFbUJC0EMqYbdpSl9b16g', 'width': 3300}]",ChIJlx9agDFbwokRqBvhZY0WkbU,"J2QJ+RG Brooklyn, New York",87G8J2QJ+RG,,5.0,ChIJlx9agDFbwokRqBvhZY0WkbU,"['gym', 'health', 'point_of_interest', 'establishment']",2.0,NY,11218,Brooklyn
"1648 E 14th St #4b, Brooklyn, NY 11229, United States",40.609048,-73.959553,40.61041197989272,-73.95807302010728,40.60771232010728,-73.96077267989273,https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,6a6b1271d0bc87b362d33271fe320259ec1cdc10,NY Nutrition Center,False,"[{'height': 427, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101225226571678849926/photos"">NY Nutrition Center</a>'], 'photo_reference': 'CmRaAAAA6tul8kJkKz_x7Rqid1gLX11zZAvEYFV0ukwoUiY5NcdoXO4qleU0BfIUEACUWZMT33Sy76LdTD8XugNnJBAnMHY4r_Ah6CVETBDavO18-_9wsWDmiB9RYDBBZyf7lWsYEhB3wjC1jpFAJQRdXqAmWQuLGhTPxV9l4IdYQ04u02J8ZWhFgazVSA', 'width': 826}]",ChIJPXw5TetEwokR1gAcH0_kLwY,"J25R+J5 Brooklyn, New York",87G8J25R+J5,,5.0,ChIJPXw5TetEwokR1gAcH0_kLwY,"['gym', 'health', 'point_of_interest', 'establishment']",10.0,NY,11229,Brooklyn
"527 Coney Island Ave, Brooklyn, NY 11218, United States",40.6448107,-73.9700191,40.646135329892715,-73.96882007010728,40.64343567010728,-73.97151972989272,https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,b2ef4fba03f5cf928022c5080504e5d67f00410f,Park Fitness Gym,True,"[{'height': 994, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118014905843934971256/photos"">A Google User</a>'], 'photo_reference': 'CmRaAAAAq5rtyhEHuPBoeUgJVjk2ApqSxlEqQ7IiIZaIhkwh6uxcWNVHuxp3oYxNeSNk0QAUwferZk7PV13LOKHtSbeRaqzZfcZQ_BVpLXJB4cgwlaQcgeIPv-5cAMhS1WKdwbfKEhCwH4ugc8qvpqms8TcNIlM7GhRIoXBNzyNUK_Qcq5WdCOyLG3Bnwg', 'width': 1786}]",ChIJRWkgldlbwokRxJDDxs_vmsE,"J2VH+WX Brooklyn, New York",87G8J2VH+WX,,5.0,ChIJRWkgldlbwokRxJDDxs_vmsE,"['gym', 'health', 'point_of_interest', 'establishment']",23.0,NY,11218,Brooklyn
"69 street and, Avenue U, Brooklyn, NY 11234, United States",40.622116,-73.946251,40.62339132989272,-73.94488697010728,40.620691670107284,-73.94758662989273,https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,908453ad93e36de9578dfa536786c12fc8739c8c,Matchpoint,,,ChIJrWlJUyNFwokRtZfwDzk3JOw,J3C3+RF New York,87G8J3C3+RF,,0.0,ChIJrWlJUyNFwokRtZfwDzk3JOw,"['gym', 'health', 'point_of_interest', 'establishment']",0.0,NY,11234,Brooklyn
"1023 Church Ave, Brooklyn, NY 11218, United States",40.64702399999999,-73.9696168,40.648316679892716,-73.9682280701073,40.64561702010728,-73.97092772989272,https://maps.gstatic.com/mapfiles/place_api/icons/school-71.png,72051b935c4a65320d648bdf372693ee90369cd1,Prospect Gymnastics,True,"[{'height': 2988, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109172973171114590253/photos"">Prospect Gymnastics</a>'], 'photo_reference': 'CmRaAAAAp0_BIddVoD2jHjKsrxWrDb5OyJYhCfUdGO7APzD6Ev-dzx-e03P9hIHQ0vI4VpJ3jKcr5bSxZf-dnrZdLGRfqDDFuFTGIot-hIVDgSfjvaiqHvyVQjoaPMIhJyHHBTOOEhDm8Mc4LrHY6uPkdybMoHd7GhTs-OXIl_Nc1bhdTZxnmv4eZdAGSQ', 'width': 5312}]",ChIJZ6EIHztbwokRy3HB7pBZJIc,"J2WJ+R5 Brooklyn, New York",87G8J2WJ+R5,,4.3,ChIJZ6EIHztbwokRy3HB7pBZJIc,"['gym', 'health', 'point_of_interest', 'establishment']",33.0,NY,11218,Brooklyn
"2976 Quentin Rd, Brooklyn, NY 11229, United States",40.61098629999999,-73.9420483,40.612410479892716,-73.94078312010727,40.60971082010728,-73.94348277989272,https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,df88085b26c8273b22ebe3c0a6178f6f109f91a7,Fitness First,,,ChIJ9RNrAaJEwokRFd0nO4T0cqc,J365+95 New York,87G8J365+95,,5.0,ChIJ9RNrAaJEwokRFd0nO4T0cqc,"['gym', 'health', 'point_of_interest', 'establishment']",1.0,NY,11229,Brooklyn
"1203 Church Ave, Brooklyn, NY 11218, United States",40.64762929999999,-73.96822409999999,40.64889902989272,-73.96681987010727,40.64619937010728,-73.96951952989272,https://maps.gstatic.com/mapfiles/place_api/icons/school-71.png,ffc92366b85802fa8c14b6d0eb835c28b50a214c,Alden Moves Dance Theater,,"[{'height': 2432, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112880106832558112067/photos"">Alden Moves Dance Theater</a>'], 'photo_reference': 'CmRaAAAAQYOVVtYPKH67KOZML5qjrlKO96C_auhdtRm1RteX8WKnalBU4COy6f8-YkZpMh0J8Kq8y2OMRg4Iw7-CpCoLARad8VQtrbVAhLVYNtrzhexZeVy4ebZIOFHmbKQrgCUGEhDwUBDsv0EpxGaRUd5oq1HSGhQfJoNpxeJe4sUFGo3vej_zU14CdQ', 'width': 4320}]",ChIJ1Qy1oDtbwokR5v_-YC2YPkY,"J2XJ+3P Brooklyn, New York",87G8J2XJ+3P,,5.0,ChIJ1Qy1oDtbwokR5v_-YC2YPkY,"['gym', 'health', 'point_of_interest', 'establishment']",6.0,NY,11218,Brooklyn
"1601 Gravesend Neck Rd, Brooklyn, NY 11229, United States",40.5954036,-73.95450819999998,40.59662457989272,-73.95308147010728,40.593924920107284,-73.95578112989273,https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,392ac270c42ee8b03120192d10ec7cc5407553a7,Fitness GalleryNY,True,"[{'height': 640, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106110087061444789176/photos"">Fitness Gallery</a>'], 'photo_reference': 'CmRaAAAA34Lnf1NtSHr9Odg7pzUudu-Qg2ivC7HDi-F4MJRcWQG9IQWrjMEZfZ7I9i9_V8U7cevD5KUIec7mNta57VOoyqcGMmKIv8bfpTUyuUhRsFZRQWPVXXCwvyhuFWy0Eom5EhBrz0CZrhsuAJWNkAISRykWGhSfsACXM49BSMzOaRb7G53Weh3SPA', 'width': 960}]",ChIJ4Vh30otEwokR4cd1CH8VFmI,"H2WW+55 Brooklyn, New York",87G8H2WW+55,,4.0,ChIJ4Vh30otEwokR4cd1CH8VFmI,"['gym', 'health', 'point_of_interest', 'establishment']",29.0,NY,11229,Brooklyn
"4626 Flatlands Ave, Brooklyn, NY 11234, United States",40.6240597,-73.93056899999998,40.62548677989272,-73.92930607010727,40.62278712010728,-73.93200572989272,https://maps.gstatic.com/mapfiles/place_api/icons/school-71.png,7cca11318731ae5831ecd846f54be2427b4b0470,Mormando Martial Arts System,False,"[{'height': 1536, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111705489472666467511/photos"">Paul Mormando</a>'], 'photo_reference': 'CmRaAAAAKIkhvyrwqsgsGWOKGGtR21DVsAxDx0RVqb9J9q-HX5jzYt66vYvS_h-VsRwNlv4-SjZXsGB50zNQ5r5YaJgNeyGSYBq-FaRdkANaprA0N0LQQE_NvqsByxE6aqLKjCt9EhA25JAGZYafbexCRtLG1E1bGhTJMLLrHr877mmT5r_J4Wq5ATsqUA', 'width': 2048}]",ChIJ3SZRAlRDwokRD4Rsu-a0hmI,"J3F9+JQ Brooklyn, New York",87G8J3F9+JQ,,5.0,ChIJ3SZRAlRDwokRD4Rsu-a0hmI,"['gym', 'health', 'point_of_interest', 'establishment']",16.0,NY,11234,Brooklyn
"2521 Avenue U, Brooklyn, NY 11229, United States",40.5999235,-73.9461008,40.60129067989271,-73.94475432010728,40.598591020107285,-73.94745397989273,https://maps.gstatic.com/mapfiles/place_api/icons/school-71.png,93070b76a63d443e54a81308b723240f0a0c59de,Helen's Pilates Studio Avenue U Location,True,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110979470401315569125/photos"">Helen&#39;s Pilates Studio</a>'], 'photo_reference': 'CmRaAAAAyDKYFa-vstpc3UFKbX-nsBIo_ODnjM90RZVK_OMTqPJ8PdKK1UDkO5uNiXUNhlyWuAKFllW6WS_1sBsrD8BCXuccMLpnMgK6rQB7OeAflz5YcuYF4OUP25-t_dtVd_2pEhBgeJw-QW7gdUTyrHE8bkiQGhT7k-Tl0t-ZtSY-YdWh5GhWsoD1FA', 'width': 1616}]",ChIJzQ4OGoVEwokRRJhLF7M4tKA,"H3X3+XH Brooklyn, New York",87G8H3X3+XH,,4.5,ChIJzQ4OGoVEwokRRJhLF7M4tKA,"['gym', 'health', 'point_of_interest', 'establishment']",10.0,NY,11229,Brooklyn
"2375 Ralph Ave, Brooklyn, NY 11234, United States",40.6201428,-73.91713709999998,40.621486529892714,-73.91588432010727,40.618786870107286,-73.91858397989272,https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,06f8a0cfe350fdf21146b05b8e5e474e194c25ae,Lifestyle Fitness Studio,,,ChIJl9psI0lDwokRoFpHSmQDCvE,J3CM+34 New York,87G8J3CM+34,,5.0,ChIJl9psI0lDwokRoFpHSmQDCvE,"['gym', 'health', 'point_of_interest', 'establishment']",1.0,NY,11234,Brooklyn
"3514 Avenue S, Brooklyn, NY 11234, United States",40.609368,-73.93151999999998,40.61079682989271,-73.93026302010728,40.608097170107285,-73.9329626798927,https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,51bb72759fdfd872d6e8d96112eab0b79f2ccc78,The Ability Center,False,"[{'height': 5312, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102858907464962041046/photos"">Cheryl Melchionna</a>'], 'photo_reference': 'CmRaAAAANIUoKN9zvzakKjmUKhFgnZqJ1D1Qa1--COyVxs-u4KJYpdT5PlnP4zxPqg1_Ccu4JiT7ZkYHPBYTWIev_7faqPXT4bc75crGulwjaj1FDzXeRq2zArTOZDRRMhl0bHPhEhCiwjgeKIzXEd7yoKQYWkxbGhREOt7lK69BhQNtu2rygmX5Ly7WEw', 'width': 2988}]",ChIJ_V-3oTBDwokRZnzqUMS727o,"J359+P9 Brooklyn, New York",87G8J359+P9,,4.8,ChIJ_V-3oTBDwokRZnzqUMS727o,"['gym', 'health', 'point_of_interest', 'establishment']",53.0,NY,11234,Brooklyn
"1224 Prospect Ave, Brooklyn, NY 11218, United States",40.65324920000001,-73.9765565,40.65461812989272,-73.9750182201073,40.65191847010728,-73.97771787989272,https://maps.gstatic.com/mapfiles/place_api/icons/school-71.png,c7c8039bf632a9ba8b69c451f4d0f68b6518de2d,JCC Brooklyn at Windsor Terrace Child Care,False,"[{'height': 347, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116204575539082828401/photos"">Kings Bay Y at Windsor Terrace</a>'], 'photo_reference': 'CmRaAAAAXlL_mCwaKrzONQX_ck7ERxwI4TPwQ3jvzexH0IPXx4jWq0h8PeQUmKFQH-njo0S3cI5CvpTOARqVPRPS1Iq-StY5EFNVwWvG6BOewNFtCjubYgZgyzl7nt_ffWxXUTPyEhBbLAjnMXsdi5G9GCJ9S0w7GhSzvIW0c2s5cayZZ-LBRQEXQJfEsw', 'width': 617}]",ChIJu-zQLyJbwokRI2abbYiaCPs,"M23F+79 Brooklyn, New York",87G8M23F+79,,3.9,ChIJu-zQLyJbwokRI2abbYiaCPs,"['gym', 'health', 'point_of_interest', 'establishment']",11.0,NY,11218,Brooklyn
"2902 Fort Hamilton Pkwy, Brooklyn, NY 11218, United States",40.6484715,-73.9775334,40.649953979892715,-73.9762767701073,40.64725432010727,-73.97897642989273,https://maps.gstatic.com/mapfiles/place_api/icons/school-71.png,653160b264c5ad54452027d7c4f152add254e2b6,Jaya Yoga East,False,"[{'height': 2988, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103131129437247029961/photos"">JC Martinez-Sifre</a>'], 'photo_reference': 'CmRaAAAAfeeXXx2ClX2sh6i6Ag062Pxl8Qn0cQ2L9O5l8KGsjD18Bv94DB1K_UUKmpo45Z4iQlIMb_BVk0cZYBQzOIQ0IdJcn6awFi_NA1DHCL-2IaVYnT3R2vKUj9d44EHBXDf-EhD8Yk9MpnMkPc30X6HzaOVRGhRKhNH8LcRWOK8udJip4bUu33TtkQ', 'width': 5312}]",ChIJm7ZOmyZbwokRsjLaSZNYX60,J2XC+9X New York,87G8J2XC+9X,,5.0,ChIJm7ZOmyZbwokRsjLaSZNYX60,"['gym', 'health', 'point_of_interest', 'establishment']",8.0,NY,11218,Brooklyn
